Q209: [V115] Quel élément correspond le mieux à : exemples de TC dense régulier unitendu ?	Réponse: C — Tendon/Ligament
Q341: [V247] Quel élément correspond le mieux à : exemples de TC dense régulier unitendu ?	Réponse: C — Tendon/Ligament
Q394: [V300] Quel élément correspond le mieux à : où passent le nerf ulnaire et l’artère ulnaire ?	Réponse: C — Canal de Guyon
Q397: [V303] Lequel des énoncés décrit correctement : Canal carpien ?	Réponse: D — zone classique de compression du nerf médian
Q398: [V304] Parmi les propositions suivantes, laquelle correspond le mieux à : branche terminale issue de la corde latérale ?	Réponse: C — Nerf musculo-cutané
Q138: [V44] Lequel des énoncés décrit correctement : Stroma cornéen / aponévrose ?	Réponse: A — exemples de TC dense régulier bitendu
Q142: [V48] Parmi les propositions suivantes, laquelle correspond le mieux à : la coloration de mise en évidence des fibres élastiques ?	Réponse: D — Orcéine
Q143: [V49] Parmi les propositions suivantes, laquelle correspond le mieux à : exemples de TC dense régulier bitendu ?	Réponse: C — Stroma cornéen / aponévrose
Q144: [V50] Parmi les propositions suivantes, laquelle correspond le mieux à : la composition du disaccharide de base des GAG ?	Réponse: D — Acide uronique + hexosamine
Q145: [V51] Lequel des énoncés décrit correctement : Consentement éclairé ?	Réponse: A — information sur bénéfices/risques/alternatives avant un soin
Q146: [V52] Parmi les propositions suivantes, laquelle correspond le mieux à : exemple de TC à prédominance de fibres élastiques ?	Réponse: C — Ligaments jaunes
Q155: [V61] Lequel des énoncés décrit correctement : Racine postérieure ?	Réponse: C — la racine sensitive (avec ganglion spinal)
Q156: [V62] Parmi les propositions suivantes, laquelle correspond le mieux à : fragment cellulaire impliqué dans l’hémostase ?	Réponse: A — Plaquette
Q157: [V63] Quel élément correspond le mieux à : localisation citée du TC lâche entre fibres musculaires striées ?	Réponse: B — Endomysium
Q160: [V66] Lequel des énoncés décrit correctement : Plexus brachial (C5–T1) ?	Réponse: C — le plexus innervant ceinture scapulaire + membre supérieur
Q163: [V69] Parmi les propositions suivantes, laquelle correspond le mieux à : exemple de localisation de TC dense irrégulier ?	Réponse: D — Dure-mère
Q165: [V71] Parmi les propositions suivantes, laquelle correspond le mieux à : la réticuline (fibres réticulées) ?	Réponse: B — Collagène type III
Q166: [V72] Quel élément correspond le mieux à : cellule proche des capillaires riche en histamine (allergie) ?	Réponse: C — Mastocyte
Q168: [V74] Parmi les propositions suivantes, laquelle correspond le mieux à : formée des 3 divisions postérieures ?	Réponse: D — Corde postérieure
Q171: [V77] Quel élément correspond le mieux à : l’enzyme qui hydrolyse l’acide hyaluronique ?	Réponse: A — Hyaluronidase
Q172: [V78] Parmi les propositions suivantes, laquelle correspond le mieux à : la définition de la matrice extracellulaire ?	Réponse: A — MEC = fibres + substance fondamentale
Q173: [V79] Parmi les propositions suivantes, laquelle correspond le mieux à : la réticuline (fibres réticulées) ?	Réponse: C — Collagène type III
Q174: [V80] Parmi les propositions suivantes, laquelle correspond le mieux à : l’élément de la MEC localisé entre cellules et fibres, de consistance semi-fluide ?	Réponse: D — Substance fondamentale
Q175: [V81] Parmi les propositions suivantes, laquelle correspond le mieux à : des maladies de surcharge lysosomiale par déficit enzymatique (accumulation de GAG) ?	Réponse: B — Mucopolysaccharidoses
Q179: [V85] Quel élément correspond le mieux à : charpente (maillage) en collagène III des organes hématopoïétiques/lymphoïdes ?	Réponse: B — Tissu réticulé
Q180: [V86] Parmi les propositions suivantes, laquelle correspond le mieux à : information sur bénéfices/risques/alternatives avant un soin ?	Réponse: A — Consentement éclairé
Q183: [V89] Quel élément correspond le mieux à : la cellule résidente qui synthétise les macromolécules de la MEC ?	Réponse: A — Fibroblaste
Q184: [V90] Parmi les propositions suivantes, laquelle correspond le mieux à : l’enzyme qui hydrolyse l’acide hyaluronique ?	Réponse: D — Hyaluronidase
Q185: [V91] Lequel des énoncés décrit correctement : Qualité et sécurité des soins ?	Réponse: A — un objectif central mis en avant par l’IFEC
Q186: [V92] Parmi les propositions suivantes, laquelle correspond le mieux à : la composition du disaccharide de base des GAG ?	Réponse: C — Acide uronique + hexosamine
Q187: [V93] Parmi les propositions suivantes, laquelle correspond le mieux à : des maladies de surcharge lysosomiale par déficit enzymatique (accumulation de GAG) ?	Réponse: B — Mucopolysaccharidoses
Q191: [V97] Parmi les propositions suivantes, laquelle correspond le mieux à : exemples de TC dense régulier unitendu ?	Réponse: D — Tendon/Ligament
Q192: [V98] Quel élément correspond le mieux à : la composition du disaccharide de base des GAG ?	Réponse: A — Acide uronique + hexosamine
Q193: [V99] Parmi les propositions suivantes, laquelle correspond le mieux à : exemple de TC à prédominance de fibres élastiques ?	Réponse: D — Ligaments jaunes
Q198: [V104] Quel élément correspond le mieux à : tissu conjonctif surtout embryonnaire (cordon ombilical) ?	Réponse: A — TC muqueux
Q201: [V107] Quel élément correspond le mieux à : l’origine embryologique des tissus conjonctifs ?	Réponse: D — Mésoblaste (via mésenchyme)
Q202: [V108] Parmi les propositions suivantes, laquelle correspond le mieux à : un GAG non sulfaté, ubiquitaire, ne formant pas de protéoglycanes ?	Réponse: A — Acide hyaluronique
Q205: [V111] Lequel des énoncés décrit correctement : Dure-mère ?	Réponse: A — exemple de localisation de TC dense irrégulier
Q206: [V112] Parmi les propositions suivantes, laquelle correspond le mieux à : matrice liquide du sang (~55%) ?	Réponse: B — Plasma
Q207: [V113] Quel élément correspond le mieux à : le collagène du cartilage ?	Réponse: D — Collagène type II
Q212: [V118] Quel élément correspond le mieux à : matrice liquide du sang (~55%) ?	Réponse: B — Plasma
Q214: [V120] Lequel des énoncés décrit correctement : Fibronectine ?	Réponse: D — une glycoprotéine d’adhérence liant cellules et collagène
Q215: [V121] Parmi les propositions suivantes, laquelle correspond le mieux à : exemple de TC à prédominance de fibres élastiques ?	Réponse: B — Ligaments jaunes
Q216: [V122] Lequel des énoncés décrit correctement : Tissu réticulé ?	Réponse: A — charpente (maillage) en collagène III des organes hématopoïétiques/lymphoïdes
Q217: [V123] Lequel des énoncés décrit correctement : Myofibroblaste ?	Réponse: B — cellule avec actine/myosine impliquée dans réparation et inflammation
Q219: [V125] Quel élément correspond le mieux à : fragment cellulaire impliqué dans l’hémostase ?	Réponse: C — Plaquette
Q220: [V126] Parmi les propositions suivantes, laquelle correspond le mieux à : fragment cellulaire impliqué dans l’hémostase ?	Réponse: C — Plaquette
Q222: [V128] Parmi les propositions suivantes, laquelle correspond le mieux à : la racine sensitive (avec ganglion spinal) ?	Réponse: D — Racine postérieure
Q225: [V131] Lequel des énoncés décrit correctement : Sous-clavière ?	Réponse: C — l’artère à partir de laquelle commence l’irrigation du membre supérieur
Q229: [V135] Lequel des énoncés décrit correctement : Myofibroblaste ?	Réponse: A — cellule avec actine/myosine impliquée dans réparation et inflammation
Q230: [V136] Parmi les propositions suivantes, laquelle correspond le mieux à : fragment cellulaire impliqué dans l’hémostase ?	Réponse: B — Plaquette
Q232: [V138] Parmi les propositions suivantes, laquelle correspond le mieux à : Patient/Problème – Intervention – Comparateur – Outcome ?	Réponse: A — PICO
Q233: [V139] Lequel des énoncés décrit correctement : GAG ?	Réponse: A — de longues chaînes glucidiques non ramifiées
Q236: [V142] Quel élément correspond le mieux à : le collagène du cartilage ?	Réponse: A — Collagène type II
Q237: [V143] Quel élément correspond le mieux à : de longues chaînes glucidiques non ramifiées ?	Réponse: D — GAG
Q240: [V146] Lequel des énoncés décrit correctement : Endomysium ?	Réponse: B — localisation citée du TC lâche entre fibres musculaires striées
Q241: [V147] Parmi les propositions suivantes, laquelle correspond le mieux à : le collagène des lames basales (mailles, ne forme pas de fibres) ?	Réponse: D — Collagène type IV
Q245: [V151] Quel élément correspond le mieux à : la cellule résidente qui synthétise les macromolécules de la MEC ?	Réponse: A — Fibroblaste
Q247: [V153] Lequel des énoncés décrit correctement : Racine antérieure ?	Réponse: A — la racine motrice du nerf spinal
Q248: [V154] Parmi les propositions suivantes, laquelle correspond le mieux à : une glycoprotéine spécifique de la lame basale ?	Réponse: B — Laminine
Q250: [V156] Quel élément correspond le mieux à : la composition du disaccharide de base des GAG ?	Réponse: D — Acide uronique + hexosamine
Q251: [V157] Lequel des énoncés décrit correctement : Défilé des scalènes ?	Réponse: B — espace entre scalène antérieur (avant) et moyen (arrière)
Q256: [V162] Lequel des énoncés décrit correctement : Collagène type IV ?	Réponse: B — le collagène des lames basales (mailles, ne forme pas de fibres)
Q257: [V163] Parmi les propositions suivantes, laquelle correspond le mieux à : collagène en faisceaux orientés dans toutes les directions ?	Réponse: D — TC dense irrégulier
Q258: [V164] Lequel des énoncés décrit correctement : Stroma cornéen / aponévrose ?	Réponse: D — exemples de TC dense régulier bitendu
Q260: [V166] Parmi les propositions suivantes, laquelle correspond le mieux à : tissu conjonctif surtout embryonnaire (cordon ombilical) ?	Réponse: A — TC muqueux
Q265: [V171] Lequel des énoncés décrit correctement : Tissu réticulé ?	Réponse: B — charpente (maillage) en collagène III des organes hématopoïétiques/lymphoïdes
Q267: [V173] Quel élément correspond le mieux à : le collagène des lames basales (mailles, ne forme pas de fibres) ?	Réponse: D — Collagène type IV
Q268: [V174] Quel élément correspond le mieux à : le collagène des lames basales (mailles, ne forme pas de fibres) ?	Réponse: C — Collagène type IV
Q269: [V175] Lequel des énoncés décrit correctement : Plaquette ?	Réponse: C — fragment cellulaire impliqué dans l’hémostase
Q270: [V176] Quel élément correspond le mieux à : le collagène des lames basales (mailles, ne forme pas de fibres) ?	Réponse: D — Collagène type IV
Q271: [V177] Parmi les propositions suivantes, laquelle correspond le mieux à : la forme quiescente du fibroblaste ?	Réponse: D — Fibrocyte
Q272: [V178] Lequel des énoncés décrit correctement : Substance fondamentale ?	Réponse: D — l’élément de la MEC localisé entre cellules et fibres, de consistance semi-fluide
Q274: [V180] Lequel des énoncés décrit correctement : Racine postérieure ?	Réponse: A — la racine sensitive (avec ganglion spinal)
Q277: [V183] Quel élément correspond le mieux à : charpente (maillage) en collagène III des organes hématopoïétiques/lymphoïdes ?	Réponse: B — Tissu réticulé
Q280: [V186] Parmi les propositions suivantes, laquelle correspond le mieux à : l’élément de la MEC localisé entre cellules et fibres, de consistance semi-fluide ?	Réponse: D — Substance fondamentale
Q282: [V188] Quel élément correspond le mieux à : matrice liquide du sang (~55%) ?	Réponse: B — Plasma
Q283: [V189] Parmi les propositions suivantes, laquelle correspond le mieux à : exemple de TC à prédominance de fibres élastiques ?	Réponse: C — Ligaments jaunes
Q284: [V190] Lequel des énoncés décrit correctement : Racine postérieure ?	Réponse: C — la racine sensitive (avec ganglion spinal)
Q285: [V191] Parmi les propositions suivantes, laquelle correspond le mieux à : tissu conjonctif surtout embryonnaire (cordon ombilical) ?	Réponse: A — TC muqueux
